longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity,room_per_household,room_per_capita,bed_room_ratio,income_per_capita,age_binned_custom,distance_to_LA,distance_to_silicon_valey
-118.34,34.04,37.0,1.7014,123200.0,<1H OCEAN,2.9,0.8,0.4,0.0,Old,8.994233720396057,501.01312934663713
-118.88,34.2,23.0,7.3409,316000.0,<1H OCEAN,8.2,2.5,0.1,0.0,Medium,60.94389306406154,455.55136621000275
-118.51,34.19,38.0,4.2865,221100.0,<1H OCEAN,5.8,1.9,0.2,0.0,Old,28.93415109620593,478.1645561421102
-118.19,33.99,35.0,2.4596,154700.0,<1H OCEAN,2.9,0.7,0.4,0.0,Old,8.497154471289683,514.3399916363378
-117.29,33.04,30.0,4.7333,286900.0,NEAR OCEAN,5.3,2.1,0.2,0.0,Old,142.99878405288254,648.6979145337328
-118.19,34.04,40.0,1.9688,150000.0,<1H OCEAN,3.9,0.8,0.3,0.0,Old,5.1397341316082885,510.2167545080306
-118.01,33.95,36.0,4.4318,181100.0,<1H OCEAN,5.7,1.9,0.2,0.0,Old,24.38525406554056,528.8063225460733
-118.06,34.14,42.0,7.0315,437300.0,INLAND,6.8,2.1,0.2,0.0,Old,19.550427265198042,510.3038067395132
-117.27,34.42,9.0,3.2077,93300.0,INLAND,5.9,1.8,0.2,0.0,New,98.54684458334086,543.1876370065581
-117.58,33.66,4.0,5.2497,215000.0,<1H OCEAN,5.5,2.0,0.2,0.0,New,75.26441487580236,579.4797338544251
-120.95,37.59,43.0,1.8466,81500.0,INLAND,4.7,1.8,0.2,0.0,Old,462.4329055185917,100.49066238283915
-117.12,32.96,16.0,5.2463,156300.0,<1H OCEAN,6.0,2.1,0.2,0.0,New,159.92297507240332,665.8015087184922
-122.17,37.75,41.0,2.5043,92300.0,NEAR BAY,5.5,1.5,0.2,0.0,Old,542.080036849282,41.4426542990649
-118.29,34.1,39.0,2.7054,162500.0,<1H OCEAN,2.3,0.8,0.5,0.0,Old,6.810028507551797,499.09099912287996
-122.29,37.56,34.0,5.3683,339400.0,NEAR BAY,5.8,2.0,0.2,0.0,Old,533.9564113121277,28.098072326872956
-122.11,37.83,19.0,7.203,369900.0,NEAR BAY,7.2,2.7,0.1,0.0,Medium,545.2361451860207,49.330952968336575
-116.75,32.82,17.0,6.6361,308600.0,<1H OCEAN,7.6,2.7,0.1,0.0,New,194.85600501765816,700.4078909512759
-122.02,37.56,35.0,5.5737,214500.0,NEAR BAY,5.4,1.9,0.2,0.0,Old,517.5650497408237,19.430416614138952
-120.93,37.72,18.0,4.3864,179500.0,INLAND,5.5,1.6,0.2,0.0,New,473.7091384180728,106.24240256795095
-117.43,33.96,28.0,3.8682,116500.0,INLAND,5.8,1.6,0.2,0.0,Medium,75.86044621413826,565.6590036841795
-123.8,39.44,52.0,1.9213,95000.0,<1H OCEAN,4.5,2.0,0.2,0.0,Old,776.6339718688471,273.97374848331566
-118.17,33.98,27.0,2.8427,164400.0,<1H OCEAN,3.2,0.7,0.3,0.0,Medium,10.510929320182319,516.3986293216628
-122.62,38.96,16.0,2.0577,69000.0,INLAND,5.8,2.3,0.2,0.0,New,670.8408204107013,181.3716352077254
-121.42,38.54,29.0,2.925,94300.0,INLAND,5.0,2.2,0.2,0.0,Old,573.8276035470543,139.65034570931445
-118.65,34.27,23.0,6.0783,229200.0,<1H OCEAN,5.6,1.8,0.2,0.0,Medium,44.5791208060987,463.01234573564267
-118.27,33.94,34.0,2.0789,92400.0,<1H OCEAN,4.2,1.1,0.2,0.0,Old,12.68046297479233,513.6302037407287
-121.46,37.73,20.0,5.1629,222900.0,INLAND,6.2,2.4,0.2,0.0,Medium,500.7722546591574,65.05433747981121
-117.03,32.69,10.0,4.6648,156100.0,NEAR OCEAN,5.4,1.3,0.2,0.0,New,188.63083133751542,694.0431451852613
-121.87,37.23,19.0,6.9473,361400.0,<1H OCEAN,7.5,2.4,0.1,0.0,Medium,481.77103226280525,24.121271444281813
-118.42,34.01,33.0,4.7083,420100.0,<1H OCEAN,5.4,2.1,0.2,0.0,Old,16.94102761176255,498.721448232416
-117.69,34.08,30.0,4.5185,142500.0,INLAND,5.8,2.0,0.2,0.0,Old,51.20667067808297,539.1194468847527
-122.08,37.04,34.0,4.1161,220900.0,NEAR OCEAN,5.5,2.1,0.2,0.0,Old,480.4345333710153,38.61780047305304
-118.13,34.58,29.0,3.7464,113500.0,INLAND,4.9,1.4,0.2,0.0,Old,59.47577358925943,471.6055214929005
-117.83,33.83,23.0,3.6707,231400.0,<1H OCEAN,5.4,2.3,0.2,0.0,Medium,45.49952411481917,549.8862896746485
-119.32,36.22,5.0,3.6343,95400.0,INLAND,5.5,1.8,0.2,0.0,New,259.73109203927487,276.50752629581444
-121.28,38.9,31.0,2.7656,93600.0,INLAND,5.4,1.7,0.2,0.0,Old,602.7533621832902,181.1912998395257
-118.08,33.88,27.0,3.825,159500.0,<1H OCEAN,4.5,0.9,0.2,0.0,Medium,24.36669838643676,530.2153287203433
-122.5,37.51,11.0,8.2364,371800.0,NEAR OCEAN,6.0,2.1,0.2,0.0,New,543.2719786541069,41.44820987751482
-124.14,40.6,27.0,4.025,128100.0,NEAR OCEAN,5.2,2.2,0.2,0.0,Medium,894.5889133683921,399.64100985078494
-121.81,38.58,17.0,5.9629,286000.0,INLAND,6.9,2.4,0.2,0.0,New,595.6927898547506,134.13676850474798
-117.18,34.07,28.0,2.1154,75300.0,INLAND,5.1,1.5,0.2,0.0,Medium,98.21868642728525,574.4861822275066
-118.18,34.02,33.0,3.0972,125000.0,<1H OCEAN,3.8,0.8,0.3,0.0,Old,6.881864683330705,512.4814745032348
-121.99,37.39,25.0,4.8145,230700.0,<1H OCEAN,4.4,1.4,0.2,0.0,Medium,501.9501321071154,5.983997366505914
-121.91,37.25,31.0,4.9205,240500.0,<1H OCEAN,5.8,2.0,0.2,0.0,Old,485.83517351972336,20.095023786158215
-120.92,37.63,39.0,1.7679,450000.0,INLAND,5.0,2.0,0.2,0.1,Old,464.759551776943,104.11046087088904
-114.68,33.49,20.0,1.6395,44400.0,INLAND,4.9,1.3,0.2,0.0,Medium,335.93102714111865,796.9077293903224
-121.97,37.95,8.0,5.431,246700.0,INLAND,6.4,2.3,0.2,0.0,New,547.5438955337885,62.90745703435302
-117.0,32.71,22.0,3.725,123500.0,NEAR OCEAN,5.4,1.6,0.2,0.0,Medium,188.55144633345597,694.1569879499647
-117.28,34.06,2.0,5.1365,136700.0,INLAND,5.5,1.9,0.2,0.0,New,88.97652534896937,568.3140865805293
-117.31,34.04,29.0,4.7344,134600.0,INLAND,6.4,2.1,0.2,0.0,Old,86.22336979202333,567.7428149268067
-121.84,38.13,33.0,4.2813,81300.0,INLAND,6.3,2.8,0.2,0.0,Old,556.3339048242912,84.61072881482866
-117.99,33.87,34.0,3.59,161900.0,<1H OCEAN,4.3,1.4,0.2,0.0,Old,30.9561205322174,536.6034387532673
-122.37,40.58,25.0,2.1538,76900.0,INLAND,4.3,2.5,0.2,0.0,Medium,811.3173433919317,355.44815713713894
-122.14,37.69,37.0,2.9958,178400.0,NEAR BAY,3.9,2.0,0.2,0.0,Old,535.3662539712974,34.35641331175792
-122.42,37.66,41.0,4.7361,302600.0,NEAR OCEAN,5.4,2.1,0.2,0.0,Old,549.9179027490178,44.062689814019
-118.12,34.68,12.0,4.6629,131500.0,INLAND,6.8,2.2,0.2,0.0,New,70.56468445693899,464.8739292023799
-122.0,38.25,7.0,4.9222,142900.0,INLAND,6.3,1.8,0.2,0.0,New,575.4007572634736,95.86528197679148
-118.4,33.97,35.0,5.6169,411200.0,<1H OCEAN,5.3,2.0,0.2,0.0,Old,17.07591066112933,503.30402819013636
-118.31,34.01,39.0,2.0417,117100.0,<1H OCEAN,3.8,1.7,0.3,0.0,Old,7.707198602383519,505.34219369053517
-119.42,36.35,20.0,1.6645,48000.0,INLAND,5.7,1.4,0.2,0.0,Medium,276.5116464784952,261.82891421082246
-122.08,37.7,32.0,5.2497,259300.0,NEAR BAY,6.6,2.4,0.2,0.0,Old,532.6526612177001,34.74065727185505
-119.71,36.82,12.0,2.3381,112500.0,INLAND,3.8,1.6,0.3,0.0,New,334.6910628310459,217.96066721199318
-122.44,37.76,52.0,4.2222,361600.0,NEAR BAY,4.4,2.6,0.2,0.0,Old,559.1030284668352,53.39450097244373
-119.01,35.35,34.0,2.1875,58000.0,INLAND,4.5,1.5,0.2,0.0,Old,160.1761112170352,354.8060308368101
-117.91,33.66,26.0,4.0341,243300.0,<1H OCEAN,5.2,2.1,0.2,0.0,Medium,53.34881454528412,558.9357071778658
-122.13,38.01,48.0,1.8523,144800.0,NEAR BAY,4.5,2.5,0.2,0.0,Old,561.6062564121955,69.3869705658454
-120.84,35.32,15.0,3.4762,189600.0,NEAR OCEAN,4.6,1.9,0.2,0.0,New,276.3590955151165,254.11248564644862
-118.18,33.79,42.0,1.6384,128000.0,NEAR OCEAN,3.8,1.0,0.3,0.0,Old,29.67397228814687,531.6890796356927
-121.74,36.92,17.0,2.4461,151700.0,<1H OCEAN,4.9,2.2,0.2,0.0,New,449.26277205871526,59.05379775837098
-121.77,38.67,42.0,2.2794,108900.0,INLAND,5.0,1.7,0.2,0.0,Old,602.1492670394978,144.57404772465546
-117.31,33.18,16.0,2.0147,87700.0,NEAR OCEAN,4.6,3.1,0.2,0.0,New,129.86848502831148,635.7590891907207
-117.04,32.97,13.0,4.5746,175700.0,<1H OCEAN,5.5,1.8,0.2,0.0,New,164.05422632871918,669.9079643264038
-118.59,34.18,7.0,4.2009,271300.0,<1H OCEAN,4.8,2.7,0.2,0.0,New,34.95306069420468,474.19301823624374
-117.09,32.57,10.0,4.5547,160700.0,NEAR OCEAN,6.3,1.3,0.2,0.0,New,196.3809167878171,700.7464677810024
-117.96,34.07,35.0,4.6118,191700.0,<1H OCEAN,5.8,1.9,0.2,0.0,Old,26.26509263433455,522.2985343081792
-122.1,37.19,18.0,7.1831,273300.0,NEAR OCEAN,5.6,1.9,0.2,0.0,New,493.11271760438655,22.240772853733382
-122.28,37.84,49.0,1.9274,122300.0,NEAR BAY,5.1,2.2,0.2,0.0,Old,555.9868207570362,53.92792907602202
-117.17,32.77,35.0,3.767,166800.0,NEAR OCEAN,5.0,2.0,0.2,0.0,Old,173.7743710518616,678.8272974676793
-118.61,34.23,26.0,6.1419,327300.0,<1H OCEAN,7.0,2.2,0.2,0.0,Medium,39.1198626389224,468.7789744229445
-117.08,33.11,31.0,2.5331,115100.0,<1H OCEAN,4.1,1.0,0.2,0.0,Old,150.30462452595543,655.8579745436992
-120.61,35.13,16.0,2.7301,190400.0,<1H OCEAN,4.9,1.9,0.2,0.0,New,247.82156746967968,282.25266637647513
-122.19,37.76,45.0,1.925,74100.0,NEAR BAY,4.2,1.6,0.2,0.0,Old,544.0844640125176,42.96814134872974
-117.3,34.12,50.0,2.2019,63500.0,INLAND,4.1,1.0,0.3,0.0,Old,87.4192405342656,562.5097088378081
-118.26,33.82,28.0,3.6477,117400.0,<1H OCEAN,4.9,1.1,0.2,0.0,Medium,25.799960313684803,524.373583239829
-118.31,33.76,26.0,6.5704,414700.0,<1H OCEAN,6.2,2.4,0.2,0.0,Medium,32.98596552467759,526.5635431600731
-117.99,34.07,35.0,2.4911,145900.0,INLAND,4.5,1.0,0.2,0.0,Old,23.50429604789996,520.3775873716507
-121.4,36.84,52.0,2.9554,136500.0,INLAND,5.1,1.5,0.2,0.0,Old,421.5891761145549,84.3021490214202
-120.49,37.32,13.0,1.9528,85300.0,INLAND,4.2,1.6,0.3,0.0,New,415.66061034287713,139.07705878113794
-123.83,41.88,18.0,3.13,116700.0,<1H OCEAN,5.8,2.3,0.2,0.0,New,997.368978758515,521.450778074418
-121.87,37.34,52.0,2.6667,325900.0,<1H OCEAN,5.7,1.9,0.2,0.0,Old,490.6202478222561,17.42637187333013
-118.19,33.98,36.0,2.0087,172100.0,<1H OCEAN,3.5,0.9,0.2,0.0,Old,9.420233581992802,515.1678329355067
-118.49,34.21,25.0,1.3565,225000.0,<1H OCEAN,2.7,1.5,0.4,0.0,Medium,28.680230057865177,477.71208940458007
-124.14,40.59,22.0,1.5625,66800.0,NEAR OCEAN,4.4,2.0,0.2,0.0,Medium,893.7087805855514,398.6563025105082
-119.94,37.04,14.0,3.125,88500.0,INLAND,7.3,2.1,0.2,0.0,New,365.42648979256916,191.86459303396668
-117.46,34.1,35.0,2.5833,93500.0,INLAND,4.5,1.4,0.2,0.0,Old,72.53120452628728,553.0297248570776
-119.85,36.8,14.0,2.9565,73000.0,INLAND,4.8,1.8,0.2,0.0,New,337.94980555403964,206.7926397496809
-119.34,36.34,5.0,4.0144,126600.0,INLAND,5.8,2.4,0.2,0.0,New,272.7421260617941,268.74507357625333
-118.04,34.07,52.0,2.3611,131300.0,<1H OCEAN,2.4,0.7,0.3,0.0,Old,18.908660849074522,517.1917566578994
-118.19,33.9,36.0,2.3214,104800.0,<1H OCEAN,3.7,0.8,0.3,0.0,Old,17.596552900777933,521.8280358569057
-122.88,38.34,20.0,5.0574,276200.0,<1H OCEAN,5.8,2.1,0.2,0.0,Medium,632.4611666578948,128.1207968148175
-121.37,38.6,35.0,3.788,136800.0,INLAND,5.7,2.4,0.2,0.0,Old,577.3681561890195,147.50983964720797
-121.27,37.82,26.0,2.6458,127500.0,INLAND,5.4,1.4,0.2,0.0,Medium,499.2784489279937,84.49724476509925
-121.86,37.41,16.0,6.1256,266900.0,<1H OCEAN,5.4,1.5,0.2,0.0,New,495.72876076171593,17.66496873534895
-117.26,34.48,6.0,4.1933,163100.0,INLAND,6.7,2.5,0.2,0.0,New,102.27004854274604,539.7749627979005
-118.24,34.0,23.0,1.2056,87500.0,<1H OCEAN,3.4,0.8,0.3,0.0,Medium,5.80024802954823,510.44205285105795
-117.89,33.84,33.0,2.8021,195100.0,<1H OCEAN,4.8,1.4,0.2,0.0,Old,40.28787588095986,545.3007262348967
-117.16,32.75,34.0,2.2687,200000.0,NEAR OCEAN,3.6,2.2,0.3,0.0,Old,176.13131883983274,681.1334291292318
-117.83,33.99,14.0,6.2734,267000.0,<1H OCEAN,6.5,2.1,0.2,0.0,New,38.82800080542459,537.0268290450339
-118.54,34.19,33.0,4.1319,203700.0,<1H OCEAN,5.3,1.8,0.2,0.0,Old,31.318180396794,476.3513882932155
-118.31,34.09,28.0,1.8977,100000.0,<1H OCEAN,2.7,0.8,0.4,0.0,Medium,7.418555883278111,498.68584344207375
-119.04,34.34,35.0,5.3582,281300.0,<1H OCEAN,4.8,1.4,0.2,0.0,Old,80.0385414009742,434.2393192547282
-117.97,33.88,11.0,6.2427,218500.0,<1H OCEAN,6.2,2.3,0.2,0.0,New,31.697186431772753,537.0280249761388
-117.77,33.8,16.0,9.8074,417000.0,<1H OCEAN,8.8,2.9,0.1,0.0,New,51.97150105731859,556.1085471803051
-121.56,39.08,26.0,1.4934,48300.0,INLAND,5.2,1.8,0.2,0.0,Medium,631.8670289393713,192.8513640711248
-120.6,38.76,22.0,3.0217,106900.0,INLAND,5.0,2.0,0.2,0.0,Medium,563.484855908739,198.90080405358677
-122.26,37.78,52.0,2.9213,190800.0,NEAR BAY,4.8,2.1,0.2,0.0,Old,549.8741653815983,47.091909462687305
-117.64,33.64,11.0,6.1935,293200.0,<1H OCEAN,6.1,3.0,0.2,0.0,New,72.19539866884766,577.3123314026286
-121.89,37.36,37.0,2.8971,186100.0,<1H OCEAN,4.1,1.4,0.2,0.0,Old,493.451984625505,15.146842451298614
-122.09,37.64,36.0,5.2838,172600.0,NEAR BAY,5.9,1.8,0.2,0.0,Old,528.2922312767461,28.1712046950315
-124.17,40.8,52.0,1.585,75500.0,NEAR OCEAN,4.4,1.8,0.3,0.0,Old,913.812545820626,420.5874233182221
-117.9,33.71,16.0,6.2488,252000.0,<1H OCEAN,5.5,1.4,0.2,0.0,New,49.515216774506186,555.3829884142873
-117.43,34.01,34.0,3.0909,98300.0,INLAND,5.6,1.8,0.2,0.0,Old,75.29154225021816,561.8513060362515
-118.44,34.15,38.0,2.9352,304500.0,<1H OCEAN,4.0,1.9,0.2,0.0,Old,21.113751023149927,485.7536520145632
-122.25,37.49,43.0,4.224,349600.0,NEAR OCEAN,5.7,2.1,0.2,0.0,Old,525.9400480519794,20.48493297479337
-117.96,34.48,32.0,4.5769,159400.0,INLAND,6.3,2.4,0.2,0.0,Old,54.17181557594425,490.61166911348266
-117.23,33.19,22.0,3.6346,192500.0,<1H OCEAN,6.1,2.2,0.2,0.0,Medium,134.13792063710918,639.8925108480075
-122.24,37.72,5.0,7.611,350700.0,NEAR BAY,6.9,2.5,0.2,0.0,New,543.7784063403984,40.27304651717154
-118.35,34.05,33.0,2.6781,328800.0,<1H OCEAN,3.9,2.0,0.3,0.0,Old,9.817651269969772,499.5702583738459
-117.15,32.76,43.0,3.4196,302200.0,NEAR OCEAN,5.0,2.9,0.2,0.0,Old,175.75656993965927,680.8772497533347
-121.93,37.34,48.0,3.0375,218500.0,<1H OCEAN,4.6,2.2,0.2,0.0,Old,494.2661877024748,12.464414579607272
-117.67,34.04,16.0,4.6563,162000.0,INLAND,6.1,1.7,0.2,0.0,New,52.989716303505226,543.5380878057101
-116.92,32.76,9.0,5.9202,181300.0,<1H OCEAN,6.1,2.0,0.2,0.0,New,188.94709894233569,694.8226852707903
-122.01,37.91,21.0,7.6877,367700.0,NEAR BAY,8.3,2.8,0.1,0.0,Medium,546.331034419108,58.143493078605744
-118.25,33.79,39.0,1.9208,139800.0,NEAR OCEAN,3.3,0.8,0.3,0.0,Old,29.089310292286093,527.5220606124428
-122.1,37.66,37.0,3.7303,149700.0,NEAR BAY,4.4,1.5,0.2,0.0,Old,530.529216720855,30.47653374021248
-122.32,37.92,29.0,5.0187,140600.0,NEAR BAY,5.1,1.7,0.2,0.0,Old,564.9429804422986,63.479311653769656
-121.23,37.79,23.0,2.7734,116800.0,INLAND,5.1,1.7,0.2,0.0,Medium,494.54852069907827,85.65656879651415
-118.25,33.93,38.0,2.85,90000.0,<1H OCEAN,3.2,0.7,0.2,0.0,Old,13.567188530180461,515.678341316981
-122.31,37.55,27.0,3.9722,354100.0,NEAR OCEAN,4.6,2.1,0.2,0.0,Medium,534.4046448147386,28.708885037663322
-122.25,37.83,35.0,3.4722,243100.0,NEAR BAY,3.8,2.4,0.3,0.0,Old,553.3940598904783,51.97070848142172
-116.06,34.2,29.0,1.3371,66900.0,INLAND,7.7,3.1,0.2,0.0,Old,202.10415891193082,647.0974472978642
-118.28,34.01,50.0,1.8656,122900.0,<1H OCEAN,3.4,0.8,0.3,0.0,Old,5.75755974334407,507.16671923173016
-117.65,33.63,16.0,8.4471,351300.0,<1H OCEAN,7.9,2.4,0.1,0.0,New,72.19844716417582,577.5005264449528
-122.14,37.69,38.0,4.4659,189100.0,NEAR BAY,5.2,1.8,0.2,0.0,Old,535.3662539712974,34.35641331175792
-122.18,37.76,43.0,1.8913,91200.0,NEAR BAY,5.5,1.8,0.2,0.0,Old,543.4945464174447,42.73595681231022
-115.38,32.82,38.0,1.9939,65800.0,INLAND,5.1,1.6,0.2,0.0,Old,299.30127958823647,791.7034933523436
-122.2,37.43,40.0,5.2421,444500.0,NEAR OCEAN,5.3,2.1,0.2,0.0,Old,518.0973077673192,13.46888622919817
-117.04,32.77,21.0,2.7826,143800.0,<1H OCEAN,4.2,1.9,0.2,0.0,Medium,180.99401512177715,686.6569717394743
-121.94,36.98,21.0,3.0905,264300.0,NEAR OCEAN,4.7,2.4,0.2,0.0,Medium,466.76472846325737,46.412733320975775
-117.28,34.12,47.0,1.3973,66100.0,INLAND,4.8,1.5,0.2,0.0,Old,89.25834769859433,563.893070859642
-118.32,34.11,48.0,2.3974,410700.0,<1H OCEAN,3.2,1.6,0.4,0.0,Old,9.523620652745262,496.4167411954033
-121.92,37.31,34.0,5.2769,241100.0,<1H OCEAN,5.4,2.1,0.2,0.0,Old,491.24466342205966,14.913311035986032
-121.95,37.3,25.0,3.3958,267500.0,<1H OCEAN,4.0,1.5,0.3,0.0,Medium,492.2885853436713,13.602972206229646
-121.89,36.89,18.0,5.368,352000.0,NEAR OCEAN,7.9,2.2,0.2,0.0,New,456.7136437909885,57.18320405408449
-118.38,34.17,30.0,2.7708,192300.0,<1H OCEAN,3.6,1.5,0.3,0.0,Old,18.135324808994362,487.76702611036245
-121.66,36.69,6.0,3.7912,168900.0,<1H OCEAN,4.5,1.5,0.2,0.0,New,426.5876872944686,85.10281515904666
-121.32,38.7,17.0,4.3643,124900.0,INLAND,5.7,1.7,0.2,0.0,New,584.8781501357998,159.41856735747754
-118.22,33.96,36.0,1.9028,164200.0,<1H OCEAN,3.3,0.9,0.3,0.0,Old,10.45877355079631,514.9923777493603
-117.28,32.84,41.0,2.9306,360300.0,NEAR OCEAN,4.5,2.2,0.2,0.0,Old,161.56909186945438,666.2814195920374
-122.05,37.94,22.0,2.5459,179300.0,NEAR BAY,3.5,2.3,0.3,0.0,Medium,551.1384437363827,61.32561476791511
-121.9,37.29,36.0,6.6331,283300.0,<1H OCEAN,6.2,2.2,0.2,0.0,Old,488.4149706577223,17.660341163205903
-122.31,37.92,12.0,2.5,195800.0,NEAR BAY,3.7,1.9,0.3,0.0,New,564.3573597950669,63.16265478774101
-118.16,34.11,48.0,3.7235,263600.0,<1H OCEAN,4.7,1.7,0.2,0.0,Old,10.039198590381117,506.37336069364994
-119.1,34.31,21.0,2.6786,184000.0,<1H OCEAN,5.0,1.8,0.2,0.0,Medium,83.96045625349275,433.50807510441183
-118.16,34.06,27.0,5.828,301100.0,<1H OCEAN,6.1,2.1,0.2,0.0,Medium,7.775804179656257,510.4445372383432
-119.96,38.84,17.0,3.5714,109700.0,INLAND,9.4,3.3,0.2,0.0,New,553.0901519624139,244.5860533472936
-122.04,36.98,51.0,2.9286,258300.0,NEAR OCEAN,5.4,2.2,0.2,0.0,Old,473.3178069806307,45.251483460147426
-120.41,34.88,8.0,3.5288,165500.0,<1H OCEAN,5.7,2.7,0.2,0.0,New,219.18855130245174,315.27224322139136
-119.38,36.56,14.0,2.6906,95300.0,INLAND,5.4,2.0,0.2,0.0,New,296.7960119618785,255.47335761923384
-122.04,38.25,37.0,2.7167,92200.0,INLAND,4.3,1.8,0.2,0.0,Old,577.5198157264841,95.74390878656305
-122.27,37.85,52.0,2.1202,155500.0,NEAR BAY,4.1,1.9,0.2,0.0,Old,556.2218308125807,54.653313584927304
-117.11,32.76,28.0,1.9799,122700.0,NEAR OCEAN,4.3,2.2,0.3,0.0,Medium,177.9360842203606,683.2768462009416
-121.49,38.62,8.0,3.9143,129700.0,INLAND,5.3,2.1,0.2,0.0,New,584.5791343919409,145.59915976936708
-118.13,34.04,36.0,3.5833,227300.0,<1H OCEAN,5.2,1.7,0.2,0.0,Old,10.585330956494234,513.95227961988
-121.34,38.61,22.0,2.6023,142200.0,INLAND,4.7,2.0,0.2,0.0,Medium,577.0290441401891,149.61223311891928
-119.68,34.43,49.0,3.5208,251200.0,<1H OCEAN,4.7,1.4,0.2,0.0,Old,138.79274929397042,392.06616041176795
-119.15,34.83,6.0,4.5724,168400.0,INLAND,11.9,4.4,0.2,0.0,New,119.92479269659032,386.04709437055806
-118.03,33.77,21.0,3.0,221200.0,<1H OCEAN,4.6,2.5,0.2,0.0,Medium,37.01873087015013,542.4294311490041
-120.66,35.27,33.0,1.6875,174200.0,NEAR OCEAN,3.6,1.5,0.3,0.0,Old,259.42193879328335,266.364816534104
-116.95,33.86,1.0,1.625,55000.0,INLAND,3.0,0.8,0.3,0.2,New,121.46429844965148,605.8397547874994
-118.06,34.1,38.0,3.6995,260100.0,<1H OCEAN,5.3,1.9,0.2,0.0,Old,17.76559917763846,513.5079521578289
-118.46,34.42,25.0,4.7007,169500.0,<1H OCEAN,5.8,1.6,0.2,0.0,Medium,45.40529666539825,462.3967865601953
-122.07,37.39,37.0,5.0131,330300.0,NEAR BAY,4.7,2.0,0.2,0.0,Old,506.8615758123281,1.1411996080590785
-118.93,34.36,33.0,4.6607,187900.0,<1H OCEAN,6.0,1.7,0.2,0.0,Old,71.87691394582801,438.8150800058178
-122.06,37.38,20.0,4.8625,262500.0,NEAR BAY,4.7,2.4,0.3,0.0,Medium,505.4485167765739,0.8613289814257182
-117.68,35.55,9.0,5.5551,142500.0,INLAND,6.7,2.5,0.2,0.0,New,173.98295126589304,442.0949068477445
-122.04,37.99,38.0,3.8897,139900.0,NEAR BAY,5.6,1.9,0.2,0.0,Old,554.8677399510045,66.88964643386333
-120.84,37.51,20.0,3.8958,126800.0,INLAND,5.9,1.5,0.2,0.0,Medium,449.72302199050836,108.58522573693803
-117.03,32.79,26.0,5.8683,220500.0,<1H OCEAN,7.2,2.6,0.1,0.0,Medium,179.83089891495757,685.5766480785251
-122.27,37.86,52.0,2.6914,218800.0,NEAR BAY,4.8,2.1,0.2,0.0,Old,557.0476680309906,55.69668823451253
-117.22,34.12,30.0,2.3725,77200.0,INLAND,4.8,1.8,0.2,0.0,Old,94.77722746250869,568.0574385901465
-121.47,38.63,29.0,2.1889,69300.0,INLAND,4.5,1.6,0.2,0.0,Old,584.6420230421841,147.24766351527325
-116.44,33.93,17.0,1.6849,88400.0,INLAND,8.8,4.4,0.2,0.0,New,167.19992663003416,636.895594001229
-121.82,37.37,40.0,4.0446,196300.0,<1H OCEAN,5.6,1.8,0.2,0.0,Old,490.06173474900567,21.124424431282833
-118.16,34.15,17.0,7.3715,263000.0,<1H OCEAN,5.0,3.6,0.2,0.0,New,13.316865792795944,503.1366532883051
-118.38,34.16,31.0,3.7312,319400.0,<1H OCEAN,4.6,2.3,0.2,0.0,Old,17.353676266607533,488.5931782026358
-119.74,36.15,21.0,2.4688,61300.0,INLAND,5.1,1.4,0.2,0.0,Medium,269.76331225770934,248.32153248298283
-122.24,37.8,47.0,2.6292,182700.0,NEAR BAY,3.7,1.7,0.3,0.0,Old,550.3316117002012,48.53700795729844
-119.21,37.25,44.0,4.1838,85600.0,INLAND,26.5,9.1,0.2,0.0,Old,365.42925341510824,252.85000267997012
-122.39,37.76,52.0,4.0042,208300.0,NEAR BAY,4.2,1.5,0.3,0.0,Old,556.0586258306764,50.71483823106802
-117.2,32.82,35.0,3.9464,171600.0,NEAR OCEAN,5.1,1.9,0.2,0.0,Old,167.61941717465365,672.7662630999278
-119.19,34.19,35.0,3.2212,180500.0,NEAR OCEAN,4.8,1.0,0.2,0.0,Old,88.62718244449475,439.3405326790572
-117.23,32.73,35.0,2.5259,240200.0,NEAR OCEAN,4.6,1.9,0.2,0.0,Old,174.35426521057434,678.6909508647168
-119.25,34.27,46.0,3.5,221200.0,NEAR OCEAN,4.7,1.8,0.2,0.0,Old,95.88402935639192,428.9044809270945
-121.44,39.5,26.0,3.0446,90800.0,INLAND,5.7,2.1,0.2,0.0,Medium,668.3881890874857,240.6125130843971
-115.37,32.81,23.0,2.3594,74300.0,INLAND,5.3,1.7,0.2,0.0,Medium,300.64883980906126,793.1403281414133
-121.75,39.88,16.0,2.7143,95300.0,INLAND,6.4,2.4,0.2,0.0,New,718.015018340631,277.9806208247754
-118.51,34.27,36.0,4.1042,252100.0,<1H OCEAN,5.4,2.3,0.2,0.0,Old,34.44785581821268,471.5120388669556
-118.9,34.17,14.0,5.3558,313800.0,<1H OCEAN,6.5,2.5,0.2,0.0,New,61.94678475594346,457.0416924114707
-115.95,33.28,12.0,1.8958,53800.0,INLAND,5.8,2.7,0.3,0.1,New,229.3159630453814,718.0320773223857
-122.03,36.97,36.0,3.2404,225000.0,NEAR OCEAN,5.0,1.5,0.2,0.0,Old,471.9127274096386,46.398876039840395
-118.11,33.94,37.0,4.4375,244900.0,<1H OCEAN,5.6,1.8,0.2,0.0,Old,17.53487873401262,523.404122303974
